Performing initial speed check (None compression)...

Performing Avro speed check with all compressors...

Running benchmarks...
ID                             | Ratio (%)  | Speed      | Ser+Comp   | De+Deser   | Status    
BurntSushiTOML/XZ/len=5   | 117.07     | 0.06       | 0.07       | 0.31       | OK        
JSON/XZ/len=5             | 117.07     | 0.06       | 0.07       | 0.41       | OK        
BSON/Zlib/len=5           | 117.07     | 2.58       | 2.96       | 20.46      | OK        
UgorjiSimple/XZ/len=5     | 118.29     | 0.06       | 0.07       | 0.30       | OK        
BSON/ZstdBest/len=5       | 118.29     | 7.94       | 10.10      | 37.16      | OK        
BSON/DataDogZstd/len=5    | 118.29     | 16.37      | 27.01      | 41.54      | OK        
GoAvro/Zlib/len=1         | 118.07     | 0.61       | 0.67       | 7.33       | OK        
GoAvro/Zstd/len=1         | 118.07     | 0.43       | 0.45       | 10.54      | OK        
BSON/Zstd/len=5           | 119.51     | 1.44       | 1.53       | 25.42      | OK        
GoAvro/ZstdFastest/len=1  | 118.07     | 5.61       | 13.06      | 9.82       | OK        
BSON/Gozstd/len=5         | 119.51     | 22.66      | 42.40      | 48.67      | OK        
Bencode/XZ/len=5          | 120.73     | 0.06       | 0.07       | 0.30       | OK        
BSON/Gzip/len=5           | 120.73     | 2.19       | 2.50       | 17.98      | OK        
BSON/GozstdFastest/len=5  | 120.73     | 23.70      | 46.05      | 48.83      | OK        
Avro/ZstdBest/len=1       | 119.28     | 5.10       | 5.34       | 112.78     | OK        
Avro/Zlib/len=1           | 119.28     | 0.71       | 0.75       | 13.62      | OK        
BSON/ZstdFastest/len=5    | 120.73     | 19.20      | 36.28      | 40.76      | OK        
BSON/DataDogZstdFastest/len=5 | 120.73     | 20.77      | 41.05      | 42.05      | OK        
BSON/Pzip/len=5           | 121.95     | 0.38       | 0.72       | 0.82       | OK        
Avro/ZstdFastest/len=1    | 120.48     | 42.97      | 143.60     | 61.32      | OK        
Avro/Zstd/len=1           | 120.48     | 0.46       | 0.47       | 37.58      | OK        
XML/XZ/len=5              | 123.17     | 0.06       | 0.07       | 0.36       | OK        
ShamatonMsgPack/S2/len=5  | 124.39     | 98.78      | 188.79     | 207.19     | OK        
Msgp/S2/len=5             | 124.39     | 177.83     | 364.43     | 347.30     | OK        
MsgPack/S2/len=5          | 124.39     | 64.90      | 154.94     | 111.68     | OK        
CBORCanonical/S2/len=5    | 125.61     | 73.38      | 223.36     | 109.29     | OK        
MsgPack/Snappy/len=5      | 125.61     | 52.35      | 120.18     | 92.74      | OK        
CBOR/Snappy/len=5         | 125.61     | 64.31      | 160.17     | 107.46     | OK        
CBOR/S2/len=5             | 125.61     | 72.24      | 221.18     | 107.28     | OK        
UgorjiCBOR/S2/len=5       | 125.61     | 38.75      | 53.65      | 139.52     | OK        
UgorjiCBOR/Snappy/len=5   | 125.61     | 62.56      | 112.90     | 140.29     | OK        
UgorjiMsgPack/Snappy/len=5 | 125.61     | 73.87      | 141.41     | 154.68     | OK        
Msgp/Snappy/len=5         | 125.61     | 142.31     | 234.09     | 362.96     | OK        
ShamatonMsgPack/Snappy/len=5 | 125.61     | 60.30      | 101.90     | 147.73     | OK        
GoAvro/Lz4/len=1          | 125.30     | 8.15       | 16.18      | 16.40      | OK        
UgorjiBinc/S2/len=5       | 126.83     | 59.23      | 91.69      | 167.34     | OK        
UgorjiMsgPack/S2/len=5    | 126.83     | 73.98      | 149.93     | 146.05     | OK        
GoccyYAML/Snappy/len=5    | 126.83     | 1.47       | 3.00       | 2.86       | OK        
UgorjiBinc/Snappy/len=5   | 126.83     | 75.76      | 134.82     | 172.94     | OK        
CBORCanonical/Snappy/len=5 | 128.05     | 62.54      | 163.15     | 101.40     | OK        
Avro/Lz4/len=1            | 126.51     | 37.20      | 69.06      | 80.63      | OK        
GoccyYAML/S2/len=5        | 128.05     | 1.55       | 3.42       | 2.83       | OK        
TOML/S2/len=5             | 129.27     | 12.87      | 18.78      | 40.93      | OK        
TOML/Snappy/len=5         | 129.27     | 9.60       | 14.01      | 30.48      | OK        
UgorjiSimple/Snappy/len=5 | 129.27     | 74.55      | 133.31     | 169.14     | OK        
UgorjiSimple/S2/len=5     | 130.49     | 70.99      | 147.33     | 137.00     | OK        
UgorjiMsgPack/StdSnappy/len=5 | 130.49     | 87.78      | 194.70     | 159.84     | OK        
UgorjiCBOR/StdSnappy/len=5 | 130.49     | 85.97      | 190.27     | 156.83     | OK        
CBOR/StdSnappy/len=5      | 130.49     | 73.28      | 221.56     | 109.49     | OK        
CBORCanonical/StdSnappy/len=5 | 130.49     | 70.95      | 216.40     | 105.56     | OK        
MsgPack/StdSnappy/len=5   | 131.71     | 59.72      | 134.03     | 107.73     | OK        
Msgp/StdSnappy/len=5      | 131.71     | 184.13     | 368.95     | 367.56     | OK        
JsonIter/S2/len=5         | 131.71     | 40.10      | 84.01      | 76.72      | OK        
JsonIter/Snappy/len=5     | 131.71     | 48.37      | 132.88     | 76.06      | OK        
ShamatonMsgPack/Lz4/len=5 | 131.71     | 62.69      | 110.78     | 144.42     | OK        
GoccyJSON/Snappy/len=5    | 131.71     | 45.52      | 80.94      | 104.00     | OK        
ShamatonMsgPack/StdSnappy/len=5 | 131.71     | 100.80     | 191.36     | 213.01     | OK        
Msgp/Lz4/len=5            | 131.71     | 103.24     | 178.68     | 244.56     | OK        
JSON/Snappy/len=5         | 131.71     | 20.22      | 44.83      | 36.84      | OK        
BSON/XZ/len=5             | 131.71     | 0.06       | 0.07       | 0.32       | OK        
UgorjiBinc/StdSnappy/len=5 | 131.71     | 69.68      | 140.24     | 138.50     | OK        
JSON/S2/len=5             | 131.71     | 16.37      | 46.25      | 25.35      | OK        
JsonIterFastest/S2/len=5  | 131.71     | 53.74      | 175.87     | 77.39      | OK        
TOML/StdSnappy/len=5      | 131.71     | 12.28      | 17.94      | 38.90      | OK        
SegmentioJSON/S2/len=5    | 131.71     | 20.94      | 36.68      | 48.80      | OK        
EasyJSON/S2/len=5         | 131.71     | 48.39      | 121.96     | 80.22      | OK        
EasyJSON/Snappy/len=5     | 131.71     | 52.95      | 119.68     | 94.98      | OK        
Sonic/Snappy/len=5        | 131.71     | 30.19      | 45.54      | 89.54      | OK        
GoccyJSON/S2/len=5        | 131.71     | 49.90      | 95.81      | 104.14     | OK        
SegmentioJSON/Snappy/len=5 | 131.71     | 17.94      | 33.80      | 38.24      | OK        
BurntSushiTOML/Snappy/len=5 | 131.71     | 4.30       | 9.81       | 7.65       | OK        
Sonic/S2/len=5            | 131.71     | 54.55      | 125.90     | 96.25      | OK        
MsgPack/Lz4/len=5         | 131.71     | 51.66      | 104.59     | 102.09     | OK        
JsonIterFastest/Snappy/len=5 | 131.71     | 49.23      | 135.33     | 77.37      | OK        
GoccyYAML/StdSnappy/len=5 | 132.93     | 1.90       | 4.01       | 3.60       | OK        
YAML/Snappy/len=5         | 132.93     | 3.04       | 7.36       | 5.19       | OK        
GoccyYAML/Lz4/len=5       | 134.15     | 1.32       | 2.96       | 2.40       | OK        
UgorjiSimple/StdSnappy/len=5 | 134.15     | 44.21      | 106.68     | 75.49      | OK        
BurntSushiTOML/S2/len=5   | 134.15     | 3.92       | 8.47       | 7.30       | OK        
CBOR/Lz4/len=5            | 134.15     | 41.75      | 107.92     | 68.10      | OK        
UgorjiMsgPack/Lz4/len=5   | 134.15     | 34.65      | 89.67      | 56.48      | OK        
UgorjiCBOR/Lz4/len=5      | 134.15     | 60.59      | 119.48     | 122.94     | OK        
GoAvro/Gzip/len=1         | 132.53     | 0.54       | 0.59       | 6.89       | OK        
YAML/S2/len=5             | 135.37     | 3.22       | 7.48       | 5.67       | OK        
Avro/Gzip/len=1           | 133.73     | 0.66       | 0.69       | 15.19      | OK        
UgorjiBinc/Lz4/len=5      | 135.37     | 61.49      | 113.97     | 133.53     | OK        
YAML/StdSnappy/len=5      | 135.37     | 3.77       | 9.00       | 6.48       | OK        
Bencode/S2/len=5          | 135.37     | 9.66       | 19.73      | 18.91      | OK        
Bencode/Snappy/len=5      | 136.59     | 7.82       | 13.70      | 18.20      | OK        
UgorjiSimple/Lz4/len=5    | 136.59     | 58.49      | 107.26     | 128.63     | OK        
CBORCanonical/Lz4/len=5   | 136.59     | 52.86      | 127.70     | 90.19      | OK        
EasyJSON/Lz4/len=5        | 137.80     | 36.93      | 79.10      | 69.26      | OK        
TOML/Lz4/len=5            | 137.80     | 11.10      | 17.12      | 31.53      | OK        
JsonIter/Lz4/len=5        | 137.80     | 42.24      | 113.78     | 67.18      | OK        
BurntSushiTOML/StdSnappy/len=5 | 137.80     | 3.96       | 8.68       | 7.27       | OK        
SegmentioJSON/Lz4/len=5   | 137.80     | 16.47      | 29.58      | 37.14      | OK        
GoccyJSON/Lz4/len=5       | 137.80     | 39.59      | 72.27      | 87.55      | OK        
JsonIterFastest/Lz4/len=5 | 137.80     | 42.52      | 114.30     | 67.70      | OK        
JSON/Lz4/len=5            | 137.80     | 23.42      | 50.58      | 43.63      | OK        
Sonic/Lz4/len=5           | 137.80     | 44.12      | 92.34      | 84.51      | OK        
EasyJSON/StdSnappy/len=5  | 139.02     | 65.07      | 155.04     | 112.13     | OK        
JsonIter/StdSnappy/len=5  | 139.02     | 30.99      | 89.00      | 47.55      | OK        
GoccyJSON/StdSnappy/len=5 | 139.02     | 46.05      | 90.81      | 93.43      | OK        
Sonic/StdSnappy/len=5     | 139.02     | 37.89      | 84.00      | 69.02      | OK        
SegmentioJSON/StdSnappy/len=5 | 139.02     | 20.23      | 35.57      | 46.91      | OK        
JsonIterFastest/StdSnappy/len=5 | 139.02     | 41.97      | 124.20     | 63.38      | OK        
JSON/StdSnappy/len=5      | 139.02     | 26.79      | 61.51      | 47.45      | OK        
GoAvro/Pzip/len=1         | 138.55     | 0.08       | 0.17       | 0.17       | OK        
XML/Snappy/len=5          | 140.24     | 6.31       | 30.08      | 7.99       | OK        
XML/StdSnappy/len=5       | 141.46     | 7.62       | 35.39      | 9.72       | OK        
Avro/Pzip/len=1           | 139.76     | 0.09       | 0.17       | 0.17       | OK        
XML/S2/len=5              | 141.46     | 7.55       | 34.70      | 9.64       | OK        
Bencode/StdSnappy/len=5   | 141.46     | 7.33       | 12.09      | 18.64      | OK        
BurntSushiTOML/Lz4/len=5  | 141.46     | 4.12       | 9.33       | 7.38       | OK        
GoccyYAML/Bzip2/len=5     | 141.46     | 0.77       | 1.13       | 2.42       | OK        
Bencode/Lz4/len=5         | 143.90     | 7.45       | 14.22      | 15.63      | OK        
YAML/Bzip2/len=5          | 143.90     | 1.01       | 1.41       | 3.57       | OK        
JsonIter/Bzip2/len=5      | 147.56     | 1.46       | 1.79       | 8.00       | OK        
Sonic/Bzip2/len=5         | 147.56     | 1.44       | 1.68       | 10.02      | OK        
JsonIterFastest/Bzip2/len=5 | 147.56     | 1.49       | 1.77       | 9.41       | OK        
JSON/Bzip2/len=5          | 147.56     | 1.38       | 1.61       | 9.86       | OK        
YAML/Lz4/len=5            | 147.56     | 3.09       | 6.67       | 5.77       | OK        
Bencode/Bzip2/len=5       | 147.56     | 1.24       | 1.51       | 7.06       | OK        
SegmentioJSON/Bzip2/len=5 | 147.56     | 1.32       | 1.55       | 8.57       | OK        
EasyJSON/Bzip2/len=5      | 147.56     | 1.53       | 1.77       | 11.07      | OK        
GoccyJSON/Bzip2/len=5     | 147.56     | 1.48       | 1.73       | 9.99       | OK        
TOML/Bzip2/len=5          | 148.78     | 1.32       | 1.54       | 8.96       | OK        
BSON/S2/len=5             | 150.00     | 33.51      | 77.38      | 59.12      | OK        
BurntSushiTOML/Bzip2/len=5 | 150.00     | 1.05       | 1.40       | 4.20       | OK        
XML/Lz4/len=5             | 150.00     | 6.60       | 30.69      | 8.41       | OK        
CBOR/Bzip2/len=5          | 151.22     | 1.47       | 1.71       | 10.44      | OK        
UgorjiCBOR/Bzip2/len=5    | 151.22     | 1.56       | 1.78       | 12.21      | OK        
CBORCanonical/Bzip2/len=5 | 151.22     | 1.55       | 1.81       | 10.84      | OK        
BSON/Snappy/len=5         | 152.44     | 41.51      | 95.51      | 73.40      | OK        
BSON/StdSnappy/len=5      | 154.88     | 41.78      | 108.73     | 67.87      | OK        
UgorjiBinc/Bzip2/len=5    | 157.32     | 1.58       | 1.86       | 10.67      | OK        
MsgPack/Bzip2/len=5       | 157.32     | 1.44       | 1.64       | 11.96      | OK        
ShamatonMsgPack/Bzip2/len=5 | 157.32     | 1.52       | 1.76       | 11.21      | OK        
Msgp/Bzip2/len=5          | 157.32     | 1.50       | 1.69       | 13.16      | OK        
XML/Bzip2/len=5           | 157.32     | 1.11       | 1.48       | 4.50       | OK        
BSON/Lz4/len=5            | 158.54     | 36.44      | 84.17      | 64.26      | OK        
UgorjiMsgPack/Bzip2/len=5 | 159.76     | 1.53       | 1.76       | 11.74      | OK        
CBOR/Brotli/len=1         | 161.45     | 0.33       | 0.35       | 5.81       | OK        
CBORCanonical/Brotli/len=1 | 161.45     | 0.27       | 0.29       | 5.95       | OK        
UgorjiCBOR/Brotli/len=1   | 161.45     | 0.33       | 0.34       | 6.81       | OK        
UgorjiSimple/Bzip2/len=5  | 167.07     | 1.47       | 1.69       | 11.13      | OK        
UgorjiMsgPack/Brotli/len=1 | 167.47     | 0.32       | 0.33       | 6.73       | OK        
UgorjiBinc/Brotli/len=1   | 169.88     | 0.31       | 0.33       | 5.83       | OK        
BSON/Bzip2/len=5          | 173.17     | 1.38       | 1.60       | 9.62       | OK        
GoAvro/XZ/len=1           | 171.08     | 0.01       | 0.02       | 0.06       | OK        
GoccyYAML/Brotli/len=1    | 172.29     | 0.24       | 0.28       | 1.64       | OK        
Avro/XZ/len=1             | 173.49     | 0.01       | 0.02       | 0.06       | OK        
MsgPack/Brotli/len=1      | 177.11     | 0.34       | 0.36       | 6.54       | OK        
ShamatonMsgPack/Brotli/len=1 | 177.11     | 0.28       | 0.30       | 5.63       | OK        
Msgp/Brotli/len=1         | 177.11     | 0.31       | 0.33       | 7.08       | OK        
YAML/Brotli/len=1         | 180.72     | 0.25       | 0.28       | 1.86       | OK        
TOML/Brotli/len=1         | 180.72     | 0.31       | 0.32       | 5.07       | OK        
JsonIterFastest/Brotli/len=1 | 183.13     | 0.29       | 0.30       | 5.56       | OK        
EasyJSON/Brotli/len=1     | 183.13     | 0.30       | 0.32       | 5.37       | OK        
SegmentioJSON/Brotli/len=1 | 183.13     | 0.29       | 0.31       | 6.06       | OK        
Sonic/Brotli/len=1        | 183.13     | 0.27       | 0.29       | 4.71       | OK        
JSON/Brotli/len=1         | 183.13     | 0.35       | 0.38       | 4.95       | OK        
JsonIter/Brotli/len=1     | 183.13     | 0.26       | 0.27       | 5.12       | OK        
UgorjiSimple/Brotli/len=1 | 183.13     | 0.29       | 0.31       | 6.57       | OK        
GoccyJSON/Brotli/len=1    | 183.13     | 0.32       | 0.34       | 6.05       | OK        
GoAvro/Bzip2/len=1        | 184.34     | 0.56       | 0.67       | 3.49       | OK        
Msgp/None/len=100         | 186.75     | 391.63     | 1622.23    | 516.26     | OK        
ShamatonMsgPack/None/len=100 | 186.75     | 164.84     | 396.48     | 282.16     | OK        
Bencode/Brotli/len=1      | 186.75     | 0.28       | 0.30       | 4.39       | OK        
MsgPack/None/len=100      | 186.75     | 89.50      | 258.58     | 136.87     | OK        
CBORCanonical/GozstdBest/len=1 | 186.75     | 3.90       | 4.67       | 23.48      | OK        
CBORCanonical/DataDogZstdBest/len=1 | 186.75     | 4.29       | 5.43       | 20.31      | OK        
BurntSushiTOML/Brotli/len=1 | 187.95     | 0.23       | 0.25       | 2.34       | OK        
CBOR/GozstdBest/len=1     | 189.16     | 4.60       | 5.56       | 26.70      | OK        
CBOR/DataDogZstdBest/len=1 | 189.16     | 3.80       | 4.76       | 18.90      | OK        
UgorjiCBOR/GozstdBest/len=1 | 189.16     | 4.64       | 5.53       | 29.00      | OK        
UgorjiCBOR/DataDogZstdBest/len=1 | 189.16     | 4.02       | 5.03       | 19.86      | OK        
CBOR/DataDogZstdFastest/len=1 | 190.36     | 8.66       | 15.99      | 18.88      | OK        
CBORCanonical/GozstdFastest/len=1 | 190.36     | 10.95      | 20.79      | 23.12      | OK        
MsgPack/None/len=5        | 192.68     | 78.00      | 209.61     | 124.24     | OK        
CBORCanonical/DataDogZstdFastest/len=1 | 190.36     | 9.17       | 17.15      | 19.69      | OK        
Msgp/None/len=5           | 192.68     | 340.79     | 1205.37    | 475.12     | OK        
UgorjiCBOR/GozstdFastest/len=1 | 190.36     | 11.74      | 20.76      | 27.05      | OK        
ShamatonMsgPack/None/len=5 | 192.68     | 141.17     | 314.96     | 255.84     | OK        
UgorjiCBOR/DataDogZstdFastest/len=1 | 190.36     | 9.17       | 16.54      | 20.55      | OK        
CBOR/GozstdFastest/len=1  | 190.36     | 12.22      | 22.71      | 26.47      | OK        
CBOR/None/len=100         | 191.57     | 99.73      | 436.41     | 129.27     | OK        
Avro/Bzip2/len=1          | 191.57     | 0.63       | 0.70       | 6.21       | OK        
UgorjiCBOR/None/len=100   | 191.57     | 100.02     | 227.77     | 178.33     | OK        
CBORCanonical/Gozstd/len=1 | 191.57     | 11.86      | 21.65      | 26.22      | OK        
UgorjiMsgPack/None/len=100 | 191.57     | 108.96     | 250.59     | 192.78     | OK        
CBORCanonical/DataDogZstd/len=1 | 191.57     | 8.07       | 13.84      | 19.34      | OK        
CBORCanonical/None/len=100 | 191.57     | 102.53     | 454.12     | 132.44     | OK        
CBOR/Gozstd/len=1         | 192.77     | 10.78      | 18.47      | 25.90      | OK        
UgorjiCBOR/Gozstd/len=1   | 192.77     | 11.40      | 18.77      | 29.03      | OK        
UgorjiCBOR/DataDogZstd/len=1 | 192.77     | 7.66       | 12.36      | 20.12      | OK        
CBOR/DataDogZstd/len=1    | 192.77     | 7.70       | 12.74      | 19.46      | OK        
UgorjiMsgPack/None/len=5  | 196.34     | 98.13      | 251.01     | 161.11     | OK        
UgorjiCBOR/ZstdBest/len=1 | 195.18     | 3.62       | 4.17       | 27.22      | OK        
CBORCanonical/None/len=5  | 197.56     | 87.99      | 384.56     | 114.09     | OK        
UgorjiCBOR/None/len=5     | 197.56     | 91.20      | 226.08     | 152.86     | OK        
CBOR/None/len=5           | 197.56     | 90.78      | 394.03     | 117.95     | OK        
CBOR/ZstdBest/len=1       | 195.18     | 4.41       | 5.33       | 25.81      | OK        
CBORCanonical/ZstdBest/len=1 | 195.18     | 3.53       | 4.15       | 23.74      | OK        
UgorjiMsgPack/DataDogZstdBest/len=1 | 197.59     | 4.00       | 4.92       | 21.37      | OK        
UgorjiBinc/None/len=100   | 197.59     | 104.45     | 218.37     | 200.23     | OK        
UgorjiMsgPack/GozstdBest/len=1 | 197.59     | 3.91       | 4.55       | 27.59      | OK        
UgorjiBinc/GozstdBest/len=1 | 198.80     | 4.81       | 5.71       | 30.62      | OK        
UgorjiBinc/DataDogZstdBest/len=1 | 198.80     | 4.00       | 4.91       | 21.41      | OK        
GoccyYAML/GozstdBest/len=1 | 200.00     | 1.02       | 1.75       | 2.46       | OK        
MsgPack/GozstdBest/len=1  | 200.00     | 4.39       | 5.33       | 24.78      | OK        
Msgp/DataDogZstdBest/len=1 | 200.00     | 3.81       | 4.55       | 23.43      | OK        
ShamatonMsgPack/DataDogZstdBest/len=1 | 200.00     | 4.19       | 5.14       | 22.60      | OK        
UgorjiMsgPack/GozstdFastest/len=1 | 200.00     | 12.30      | 21.55      | 28.66      | OK        
UgorjiBinc/None/len=5     | 202.44     | 116.77     | 285.15     | 197.74     | OK        
UgorjiMsgPack/DataDogZstdFastest/len=1 | 200.00     | 9.57       | 17.14      | 21.70      | OK        
GoccyYAML/DataDogZstdBest/len=1 | 200.00     | 1.10       | 1.96       | 2.48       | OK        
MsgPack/DataDogZstdBest/len=1 | 200.00     | 3.68       | 4.60       | 18.45      | OK        
Msgp/GozstdBest/len=1     | 200.00     | 4.87       | 5.68       | 34.09      | OK        
ShamatonMsgPack/GozstdBest/len=1 | 200.00     | 4.55       | 5.38       | 29.59      | OK        
UgorjiBinc/DataDogZstdFastest/len=1 | 201.20     | 9.97       | 17.79      | 22.66      | OK        
UgorjiBinc/GozstdFastest/len=1 | 201.20     | 13.28      | 23.37      | 30.75      | OK        
GoccyYAML/GozstdFastest/len=1 | 201.20     | 1.40       | 3.03       | 2.59       | OK        
GoccyYAML/DataDogZstdFastest/len=1 | 201.20     | 1.12       | 2.40       | 2.10       | OK        
Msgp/GozstdFastest/len=1  | 202.41     | 14.49      | 24.85      | 34.74      | OK        
UgorjiMsgPack/DataDogZstd/len=1 | 202.41     | 7.98       | 12.68      | 21.54      | OK        
MsgPack/DataDogZstdFastest/len=1 | 202.41     | 9.24       | 17.12      | 20.09      | OK        
MsgPack/GozstdFastest/len=1 | 202.41     | 11.86      | 21.43      | 26.54      | OK        
Msgp/DataDogZstdFastest/len=1 | 202.41     | 11.05      | 19.61      | 25.29      | OK        
UgorjiMsgPack/Gozstd/len=1 | 202.41     | 11.08      | 18.00      | 28.84      | OK        
XML/Brotli/len=1          | 202.41     | 0.27       | 0.30       | 3.38       | OK        
ShamatonMsgPack/GozstdFastest/len=1 | 202.41     | 12.79      | 21.59      | 31.36      | OK        
ShamatonMsgPack/DataDogZstdFastest/len=1 | 202.41     | 9.89       | 17.29      | 23.10      | OK        
BSON/Brotli/len=1         | 202.41     | 0.32       | 0.34       | 5.50       | OK        
YAML/Flate/len=1          | 202.41     | 0.51       | 0.62       | 2.98       | OK        
UgorjiBinc/DataDogZstd/len=1 | 203.61     | 8.33       | 13.08      | 22.95      | OK        
UgorjiBinc/Gozstd/len=1   | 203.61     | 11.34      | 18.61      | 29.04      | OK        
TOML/Flate/len=1          | 203.61     | 0.59       | 0.65       | 6.47       | OK        
MsgPack/DataDogZstd/len=1 | 204.82     | 7.44       | 11.96      | 19.68      | OK        
GoccyYAML/Gozstd/len=1    | 204.82     | 1.48       | 3.15       | 2.79       | OK        
ShamatonMsgPack/Gozstd/len=1 | 204.82     | 11.51      | 18.30      | 31.02      | OK        
Msgp/Gozstd/len=1         | 204.82     | 12.71      | 20.02      | 34.79      | OK        
Msgp/DataDogZstd/len=1    | 204.82     | 8.86       | 13.75      | 24.94      | OK        
ShamatonMsgPack/DataDogZstd/len=1 | 204.82     | 8.26       | 13.00      | 22.70      | OK        
UgorjiMsgPack/ZstdBest/len=1 | 204.82     | 4.26       | 5.04       | 27.44      | OK        
MsgPack/Gozstd/len=1      | 204.82     | 9.14       | 17.01      | 19.76      | OK        
GoccyYAML/DataDogZstd/len=1 | 204.82     | 1.18       | 2.30       | 2.44       | OK        
UgorjiBinc/ZstdBest/len=1 | 206.02     | 3.75       | 4.47       | 23.44      | OK        
TOML/GozstdBest/len=1     | 206.02     | 3.13       | 3.83       | 17.10      | OK        
TOML/DataDogZstdBest/len=1 | 206.02     | 2.89       | 3.63       | 14.11      | OK        
GoccyYAML/ZstdBest/len=1  | 206.02     | 1.18       | 2.06       | 2.75       | OK        
GoccyYAML/Flate/len=1     | 207.23     | 0.38       | 0.48       | 1.76       | OK        
ShamatonMsgPack/ZstdBest/len=1 | 207.23     | 3.64       | 4.15       | 29.59      | OK        
BurntSushiTOML/Flate/len=1 | 207.23     | 0.54       | 0.64       | 3.35       | OK        
Msgp/ZstdBest/len=1       | 207.23     | 4.21       | 4.80       | 34.15      | OK        
MsgPack/ZstdBest/len=1    | 207.23     | 3.48       | 4.03       | 25.13      | OK        
Msgp/None/len=1           | 208.43     | 187.60     | 484.69     | 306.05     | OK        
UgorjiSimple/None/len=100 | 208.43     | 98.72      | 190.09     | 205.39     | OK        
MsgPack/None/len=1        | 208.43     | 52.86      | 143.68     | 83.63      | OK        
ShamatonMsgPack/None/len=1 | 208.43     | 78.38      | 153.13     | 160.56     | OK        
Bencode/DataDogZstdBest/len=1 | 209.64     | 2.79       | 3.89       | 9.80       | OK        
YAML/DataDogZstdBest/len=1 | 209.64     | 1.41       | 2.19       | 3.96       | OK        
YAML/Zlib/len=1           | 209.64     | 0.49       | 0.61       | 2.59       | OK        
Bencode/GozstdBest/len=1  | 209.64     | 3.12       | 4.26       | 11.69      | OK        
YAML/GozstdBest/len=1     | 209.64     | 1.39       | 2.24       | 3.66       | OK        
CBOR/Flate/len=1          | 210.84     | 0.71       | 0.75       | 12.63      | OK        
UgorjiCBOR/Flate/len=1    | 210.84     | 0.70       | 0.74       | 12.40      | OK        
JSON/GozstdBest/len=1     | 210.84     | 3.64       | 4.62       | 17.25      | OK        
JsonIter/DataDogZstdBest/len=1 | 210.84     | 3.78       | 4.71       | 19.27      | OK        
TOML/Zlib/len=1           | 210.84     | 0.60       | 0.66       | 6.19       | OK        
JsonIter/GozstdBest/len=1 | 210.84     | 4.20       | 5.05       | 24.89      | OK        
TOML/Gozstd/len=1         | 210.84     | 5.95       | 8.97       | 17.68      | OK        
Sonic/GozstdBest/len=1    | 210.84     | 3.49       | 4.06       | 24.78      | OK        
TOML/DataDogZstd/len=1    | 210.84     | 4.67       | 7.00       | 14.06      | OK        
JsonIterFastest/DataDogZstdBest/len=1 | 210.84     | 3.80       | 4.73       | 19.15      | OK        
JSON/DataDogZstdBest/len=1 | 210.84     | 3.18       | 4.01       | 15.36      | OK        
Sonic/DataDogZstdBest/len=1 | 210.84     | 3.06       | 3.66       | 18.71      | OK        
JsonIterFastest/GozstdBest/len=1 | 210.84     | 4.19       | 5.03       | 25.19      | OK        
GoccyJSON/DataDogZstdBest/len=1 | 210.84     | 3.63       | 4.42       | 20.42      | OK        
SegmentioJSON/GozstdBest/len=1 | 210.84     | 3.33       | 3.88       | 23.37      | OK        
GoccyJSON/GozstdBest/len=1 | 210.84     | 3.97       | 4.68       | 26.36      | OK        
EasyJSON/DataDogZstdBest/len=1 | 210.84     | 3.84       | 4.64       | 22.36      | OK        
SegmentioJSON/DataDogZstdBest/len=1 | 210.84     | 3.45       | 4.24       | 18.58      | OK        
EasyJSON/GozstdBest/len=1 | 210.84     | 4.29       | 4.97       | 31.01      | OK        
UgorjiSimple/None/len=5   | 214.63     | 118.18     | 296.47     | 196.52     | OK        
UgorjiMsgPack/None/len=1  | 212.05     | 67.22      | 151.07     | 121.10     | OK        
SegmentioJSON/GozstdFastest/len=1 | 213.25     | 9.35       | 15.38      | 23.84      | OK        
Bencode/GozstdFastest/len=1 | 213.25     | 5.03       | 9.60       | 10.57      | OK        
JsonIter/GozstdFastest/len=1 | 213.25     | 12.50      | 24.50      | 25.51      | OK        
JsonIter/DataDogZstdFastest/len=1 | 213.25     | 9.55       | 18.78      | 19.45      | OK        
ShamatonMsgPack/Snappy/len=1 | 213.25     | 61.79      | 104.43     | 151.36     | OK        
EasyJSON/DataDogZstdFastest/len=1 | 213.25     | 10.03      | 18.08      | 22.52      | OK        
Msgp/Snappy/len=1         | 213.25     | 132.48     | 231.21     | 310.26     | OK        
JSON/GozstdFastest/len=1  | 213.25     | 9.46       | 17.37      | 20.77      | OK        
EasyJSON/GozstdFastest/len=1 | 213.25     | 13.06      | 22.75      | 30.69      | OK        
Msgp/S2/len=1             | 213.25     | 145.58     | 285.52     | 297.02     | OK        
MsgPack/Snappy/len=1      | 213.25     | 42.10      | 94.07      | 76.20      | OK        
YAML/DataDogZstd/len=1    | 213.25     | 2.40       | 4.95       | 4.67       | OK        
ShamatonMsgPack/S2/len=1  | 213.25     | 65.26      | 113.01     | 154.45     | OK        
TOML/GozstdFastest/len=1  | 213.25     | 6.18       | 9.47       | 17.76      | OK        
Sonic/DataDogZstdFastest/len=1 | 213.25     | 4.16       | 6.39       | 11.93      | OK        
SegmentioJSON/DataDogZstdFastest/len=1 | 213.25     | 7.69       | 13.05      | 18.75      | OK        
Bencode/DataDogZstdFastest/len=1 | 213.25     | 4.79       | 9.13       | 10.07      | OK        
