Performing initial speed check (None compression)...

Performing Avro speed check with all compressors...

Running benchmarks...
ID                             | Ratio (%)  | Speed      | Ser+Comp   | De+Deser   | Status    
UgorjiBinc/Gzip/len=100   | 48.19      | 22.49      | 30.08      | 89.16      | OK        
UgorjiBinc/Pzip/len=100   | 48.19      | 6.09       | 10.74      | 14.04      | OK        
MsgPack/Zstd/len=100      | 48.19      | 14.36      | 18.53      | 63.72      | OK        
ShamatonMsgPack/Gozstd/len=100 | 48.19      | 76.60      | 132.50     | 181.55     | OK        
Sonic/ZstdFastest/len=100 | 48.19      | 45.85      | 98.31      | 85.91      | OK        
Msgp/Zstd/len=100         | 48.19      | 18.99      | 22.51      | 121.62     | OK        
UgorjiBinc/Zlib/len=100   | 48.19      | 22.65      | 31.58      | 80.06      | OK        
YAML/Zstd/len=100         | 48.19      | 3.17       | 6.05       | 6.64       | OK        
UgorjiMsgPack/Gzip/len=100 | 48.19      | 20.17      | 27.02      | 79.57      | OK        
Bencode/ZstdBest/len=100  | 48.19      | 7.91       | 12.19      | 22.50      | OK        
UgorjiBinc/Flate/len=100  | 48.19      | 24.45      | 33.63      | 89.65      | OK        
UgorjiMsgPack/Pzip/len=100 | 48.19      | 6.51       | 11.95      | 14.28      | OK        
UgorjiMsgPack/Zlib/len=100 | 48.19      | 22.38      | 31.56      | 76.93      | OK        
UgorjiMsgPack/Flate/len=100 | 48.19      | 23.88      | 34.34      | 78.42      | OK        
Msgp/Zlib/len=100         | 48.19      | 26.99      | 36.30      | 105.32     | OK        
MsgPack/Gozstd/len=100    | 48.19      | 55.15      | 111.83     | 108.82     | OK        
Msgp/Pzip/len=100         | 48.19      | 6.51       | 12.93      | 13.11      | OK        
Msgp/Gzip/len=100         | 48.19      | 25.12      | 31.82      | 119.36     | OK        
XML/Pzip/len=100          | 48.19      | 3.52       | 8.50       | 6.00       | OK        
EasyJSON/ZstdFastest/len=100 | 48.19      | 56.35      | 113.85     | 111.60     | OK        
UgorjiSimple/Flate/len=100 | 48.19      | 23.17      | 31.41      | 88.35      | OK        
XML/Zstd/len=100          | 48.19      | 5.62       | 14.37      | 9.24       | OK        
CBOR/Gozstd/len=100       | 48.19      | 58.14      | 136.78     | 101.12     | OK        
XML/Bzip2/len=100         | 48.19      | 2.36       | 3.74       | 6.43       | OK        
JsonIter/ZstdFastest/len=100 | 48.19      | 43.56      | 114.21     | 70.43      | OK        
XML/Gozstd/len=100        | 48.19      | 7.85       | 33.94      | 10.22      | OK        
UgorjiCBOR/Zstd/len=100   | 48.19      | 16.34      | 20.51      | 80.26      | OK        
UgorjiSimple/Zlib/len=100 | 48.19      | 22.89      | 32.05      | 80.10      | OK        
UgorjiSimple/Pzip/len=100 | 48.19      | 6.05       | 10.65      | 14.01      | OK        
UgorjiSimple/Gzip/len=100 | 48.19      | 21.82      | 29.28      | 85.69      | OK        
UgorjiCBOR/Gozstd/len=100 | 48.19      | 62.84      | 111.48     | 144.00     | OK        
ShamatonMsgPack/DataDogZstdFastest/len=100 | 49.40      | 80.72      | 151.20     | 173.17     | OK        
ShamatonMsgPack/GozstdFastest/len=100 | 49.40      | 83.69      | 151.49     | 186.97     | OK        
Msgp/GozstdFastest/len=100 | 49.40      | 104.22     | 210.68     | 206.26     | OK        
UgorjiCBOR/ZstdFastest/len=100 | 49.40      | 59.69      | 108.00     | 133.44     | OK        
UgorjiBinc/Gozstd/len=100 | 49.40      | 62.69      | 105.52     | 154.45     | OK        
XML/DataDogZstdFastest/len=100 | 49.40      | 7.97       | 36.70      | 10.19      | OK        
CBORCanonical/DataDogZstdFastest/len=100 | 49.40      | 60.94      | 161.87     | 97.72      | OK        
UgorjiCBOR/GozstdFastest/len=100 | 49.40      | 72.21      | 145.84     | 143.02     | OK        
XML/GozstdFastest/len=100 | 49.40      | 7.92       | 36.65      | 10.10      | OK        
UgorjiCBOR/DataDogZstdFastest/len=100 | 49.40      | 69.40      | 136.46     | 141.21     | OK        
UgorjiMsgPack/DataDogZstdFastest/len=100 | 49.40      | 69.21      | 131.58     | 145.99     | OK        
Msgp/DataDogZstdFastest/len=100 | 49.40      | 113.64     | 198.16     | 266.44     | OK        
CBOR/ZstdFastest/len=100  | 49.40      | 53.32      | 123.45     | 93.85      | OK        
XML/ZstdFastest/len=100   | 49.40      | 7.46       | 32.13      | 9.72       | OK        
UgorjiMsgPack/GozstdFastest/len=100 | 49.40      | 70.02      | 135.08     | 145.40     | OK        
MsgPack/DataDogZstdFastest/len=100 | 49.40      | 59.75      | 130.31     | 110.34     | OK        
CBORCanonical/GozstdFastest/len=100 | 49.40      | 61.85      | 169.34     | 97.45      | OK        
CBOR/GozstdFastest/len=100 | 49.40      | 65.27      | 169.48     | 106.16     | OK        
CBORCanonical/ZstdFastest/len=100 | 49.40      | 54.63      | 124.22     | 97.50      | OK        
CBOR/DataDogZstdFastest/len=100 | 49.40      | 61.00      | 155.46     | 100.38     | OK        
UgorjiMsgPack/Gozstd/len=100 | 49.40      | 64.05      | 119.03     | 138.67     | OK        
UgorjiSimple/Gozstd/len=100 | 49.40      | 66.95      | 113.49     | 163.24     | OK        
UgorjiBinc/Zstd/len=100   | 49.40      | 14.62      | 17.71      | 83.83      | OK        
Bencode/Gzip/len=100      | 49.40      | 7.55       | 12.35      | 19.39      | OK        
UgorjiSimple/Zstd/len=100 | 49.40      | 16.51      | 20.11      | 92.18      | OK        
Bencode/Pzip/len=100      | 49.40      | 4.11       | 7.23       | 9.50       | OK        
MsgPack/GozstdFastest/len=100 | 49.40      | 59.66      | 125.91     | 113.37     | OK        
Bencode/DataDogZstd/len=100 | 49.40      | 9.61       | 16.77      | 22.48      | OK        
Bencode/Zlib/len=100      | 49.40      | 7.47       | 12.27      | 19.11      | OK        
UgorjiMsgPack/Zstd/len=100 | 49.40      | 16.71      | 20.45      | 91.26      | OK        
Bencode/Flate/len=100     | 49.40      | 7.73       | 12.49      | 20.26      | OK        
BSON/GozstdBest/len=100   | 50.60      | 1.00       | 1.02       | 71.07      | OK        
UgorjiMsgPack/ZstdFastest/len=100 | 50.60      | 54.11      | 99.37      | 118.80     | OK        
Msgp/ZstdFastest/len=100  | 50.60      | 91.97      | 155.57     | 224.99     | OK        
Bencode/Bzip2/len=100     | 50.60      | 2.99       | 4.04       | 11.51      | OK        
BSON/DataDogZstdBest/len=100 | 50.60      | 1.01       | 1.02       | 71.99      | OK        
UgorjiBinc/GozstdFastest/len=100 | 50.60      | 74.77      | 140.01     | 160.44     | OK        
MsgPack/ZstdFastest/len=100 | 50.60      | 52.33      | 107.41     | 102.04     | OK        
UgorjiSimple/ZstdFastest/len=100 | 50.60      | 60.40      | 104.05     | 143.97     | OK        
ShamatonMsgPack/ZstdFastest/len=100 | 50.60      | 67.61      | 113.01     | 168.30     | OK        
Bencode/Zstd/len=100      | 50.60      | 6.57       | 9.97       | 19.21      | OK        
Bencode/Gozstd/len=100    | 50.60      | 10.22      | 18.93      | 22.22      | OK        
UgorjiSimple/DataDogZstdFastest/len=100 | 50.60      | 65.51      | 118.04     | 147.20     | OK        
UgorjiBinc/ZstdFastest/len=100 | 50.60      | 61.74      | 105.42     | 148.99     | OK        
BSON/Brotli/len=100       | 50.60      | 7.69       | 9.44       | 41.63      | OK        
YAML/ZstdFastest/len=100  | 50.60      | 3.81       | 7.74       | 7.49       | OK        
UgorjiBinc/DataDogZstdFastest/len=100 | 50.60      | 68.85      | 127.28     | 149.97     | OK        
UgorjiSimple/GozstdFastest/len=100 | 50.60      | 67.75      | 121.98     | 152.40     | OK        
YAML/GozstdFastest/len=100 | 50.60      | 3.82       | 8.25       | 7.12       | OK        
YAML/DataDogZstdFastest/len=100 | 50.60      | 3.85       | 8.15       | 7.28       | OK        
Bencode/DataDogZstdFastest/len=100 | 51.81      | 10.31      | 19.09      | 22.40      | OK        
Bencode/GozstdFastest/len=100 | 51.81      | 10.47      | 19.47      | 22.63      | OK        
Bencode/ZstdFastest/len=100 | 51.81      | 10.14      | 18.66      | 22.23      | OK        
Msgp/Bzip2/len=100        | 53.01      | 4.03       | 4.95       | 21.85      | OK        
MsgPack/Bzip2/len=100     | 53.01      | 3.95       | 4.94       | 19.72      | OK        
BSON/ZstdBest/len=100     | 53.01      | 18.04      | 24.39      | 69.28      | OK        
GoAvro/Snappy/len=100     | 53.01      | 11.71      | 25.99      | 21.32      | OK        
CBORCanonical/Bzip2/len=100 | 53.01      | 3.94       | 4.95       | 19.24      | OK        
UgorjiBinc/Bzip2/len=100  | 53.01      | 3.98       | 4.97       | 19.83      | OK        
Avro/Snappy/len=100       | 53.01      | 200.70     | 333.73     | 503.51     | OK        
BSON/XZ/len=100           | 53.01      | 0.88       | 1.15       | 3.86       | OK        
CBOR/Bzip2/len=100        | 53.01      | 3.93       | 4.94       | 19.13      | OK        
ShamatonMsgPack/Bzip2/len=100 | 53.01      | 4.07       | 5.03       | 21.37      | OK        
UgorjiMsgPack/Bzip2/len=100 | 53.01      | 3.88       | 4.79       | 20.34      | OK        
UgorjiCBOR/Bzip2/len=100  | 53.01      | 3.87       | 4.79       | 20.06      | OK        
GoAvro/StdSnappy/len=100  | 54.22      | 11.09      | 24.41      | 20.33      | OK        
Avro/StdSnappy/len=100    | 54.22      | 193.17     | 379.82     | 393.08     | OK        
UgorjiSimple/Bzip2/len=100 | 54.22      | 3.88       | 4.81       | 20.10      | OK        
BSON/DataDogZstd/len=100  | 54.22      | 27.71      | 45.73      | 70.33      | OK        
BSON/Gzip/len=100         | 55.42      | 16.10      | 23.58      | 50.69      | OK        
BSON/Zlib/len=100         | 55.42      | 17.55      | 28.09      | 46.79      | OK        
BSON/Flate/len=100        | 55.42      | 17.46      | 26.58      | 50.89      | OK        
Avro/S2/len=100           | 55.42      | 178.94     | 399.86     | 323.86     | OK        
BSON/Pzip/len=100         | 55.42      | 5.58       | 10.02      | 12.58      | OK        
GoAvro/Lz4/len=100        | 55.42      | 11.55      | 25.87      | 20.87      | OK        
GoAvro/S2/len=100         | 55.42      | 12.27      | 26.57      | 22.81      | OK        
Avro/Lz4/len=100          | 56.63      | 161.16     | 312.44     | 332.86     | OK        
BSON/Zstd/len=100         | 56.63      | 15.21      | 21.21      | 53.81      | OK        
BSON/Gozstd/len=100       | 56.63      | 41.51      | 93.04      | 74.96      | OK        
BSON/ZstdFastest/len=100  | 57.83      | 36.76      | 81.00      | 67.29      | OK        
BSON/DataDogZstdFastest/len=100 | 57.83      | 42.39      | 98.68      | 74.32      | OK        
BSON/GozstdFastest/len=100 | 57.83      | 44.31      | 103.93     | 77.25      | OK        
BSON/Bzip2/len=100        | 59.04      | 3.41       | 4.40       | 15.24      | OK        
JsonIterFastest/Snappy/len=100 | 62.65      | 48.66      | 132.05     | 77.05      | OK        
JSON/Snappy/len=100       | 62.65      | 26.76      | 60.85      | 47.76      | OK        
GoccyYAML/Snappy/len=100  | 62.65      | 1.97       | 4.13       | 3.77       | OK        
GoccyJSON/Snappy/len=100  | 62.65      | 47.76      | 88.77      | 103.38     | OK        
SegmentioJSON/Snappy/len=100 | 62.65      | 19.10      | 36.20      | 40.42      | OK        
Sonic/Snappy/len=100      | 62.65      | 50.91      | 111.27     | 93.86      | OK        
JsonIter/Snappy/len=100   | 62.65      | 51.41      | 153.19     | 77.38      | OK        
EasyJSON/Snappy/len=100   | 62.65      | 70.79      | 145.32     | 138.01     | OK        
BurntSushiTOML/Snappy/len=100 | 63.86      | 4.52       | 10.04      | 8.22       | OK        
TOML/Snappy/len=100       | 63.86      | 12.54      | 17.97      | 41.51      | OK        
JsonIterFastest/Lz4/len=100 | 65.06      | 42.58      | 149.43     | 59.55      | OK        
UgorjiSimple/Snappy/len=100 | 65.06      | 79.80      | 135.13     | 194.90     | OK        
EasyJSON/S2/len=100       | 65.06      | 77.34      | 202.32     | 125.19     | OK        
GoccyYAML/S2/len=100      | 65.06      | 2.03       | 4.28       | 3.85       | OK        
CBORCanonical/Snappy/len=100 | 65.06      | 66.61      | 186.48     | 103.63     | OK        
UgorjiBinc/Snappy/len=100 | 65.06      | 70.89      | 121.68     | 169.83     | OK        
CBOR/Snappy/len=100       | 65.06      | 67.89      | 183.67     | 107.69     | OK        
SegmentioJSON/Lz4/len=100 | 65.06      | 18.47      | 35.78      | 38.17      | OK        
GoccyYAML/Lz4/len=100     | 65.06      | 1.96       | 4.07       | 3.77       | OK        
GoccyJSON/Lz4/len=100     | 65.06      | 41.05      | 93.24      | 73.33      | OK        
GoccyJSON/S2/len=100      | 65.06      | 50.62      | 110.14     | 93.66      | OK        
JsonIter/S2/len=100       | 65.06      | 57.62      | 230.00     | 76.88      | OK        
SegmentioJSON/S2/len=100  | 65.06      | 19.85      | 39.22      | 40.18      | OK        
JSON/Lz4/len=100          | 65.06      | 25.08      | 61.34      | 42.43      | OK        
UgorjiCBOR/Snappy/len=100 | 65.06      | 74.45      | 145.02     | 152.98     | OK        
JsonIter/Lz4/len=100      | 65.06      | 44.14      | 148.89     | 62.73      | OK        
TOML/StdSnappy/len=100    | 65.06      | 13.27      | 19.34      | 42.25      | OK        
ShamatonMsgPack/Snappy/len=100 | 65.06      | 93.68      | 165.43     | 216.01     | OK        
Msgp/Snappy/len=100       | 65.06      | 145.86     | 267.79     | 320.36     | OK        
UgorjiMsgPack/Snappy/len=100 | 65.06      | 75.75      | 139.21     | 166.18     | OK        
GoccyYAML/StdSnappy/len=100 | 65.06      | 1.94       | 4.14       | 3.67       | OK        
MsgPack/Snappy/len=100    | 65.06      | 69.61      | 150.13     | 129.78     | OK        
Sonic/Lz4/len=100         | 65.06      | 48.09      | 117.95     | 81.21      | OK        
Sonic/S2/len=100          | 65.06      | 68.29      | 181.42     | 109.50     | OK        
JSON/S2/len=100           | 65.06      | 28.66      | 68.19      | 49.45      | OK        
EasyJSON/Lz4/len=100      | 65.06      | 64.84      | 176.33     | 102.55     | OK        
JsonIterFastest/S2/len=100 | 65.06      | 57.07      | 222.33     | 76.77      | OK        
Msgp/StdSnappy/len=100    | 66.27      | 176.00     | 372.31     | 333.79     | OK        
MsgPack/Lz4/len=100       | 66.27      | 56.55      | 137.69     | 95.95      | OK        
Sonic/StdSnappy/len=100   | 66.27      | 63.46      | 161.00     | 104.75     | OK        
MsgPack/StdSnappy/len=100 | 66.27      | 71.39      | 181.48     | 117.68     | OK        
ShamatonMsgPack/StdSnappy/len=100 | 66.27      | 109.57     | 236.09     | 204.48     | OK        
JsonIterFastest/StdSnappy/len=100 | 66.27      | 51.00      | 172.01     | 72.49      | OK        
ShamatonMsgPack/Lz4/len=100 | 66.27      | 76.97      | 156.41     | 151.53     | OK        
UgorjiSimple/StdSnappy/len=100 | 66.27      | 94.11      | 185.70     | 190.80     | OK        
BurntSushiTOML/S2/len=100 | 66.27      | 4.54       | 10.22      | 8.16       | OK        
JsonIter/StdSnappy/len=100 | 66.27      | 57.31      | 215.79     | 78.04      | OK        
YAML/Snappy/len=100       | 66.27      | 3.84       | 7.90       | 7.48       | OK        
TOML/S2/len=100           | 66.27      | 13.01      | 18.73      | 42.60      | OK        
Msgp/Lz4/len=100          | 66.27      | 105.43     | 225.18     | 198.23     | OK        
BurntSushiTOML/Lz4/len=100 | 66.27      | 4.48       | 10.29      | 7.93       | OK        
JSON/StdSnappy/len=100    | 66.27      | 27.51      | 66.69      | 46.83      | OK        
EasyJSON/StdSnappy/len=100 | 66.27      | 83.15      | 227.84     | 130.92     | OK        
TOML/Lz4/len=100          | 66.27      | 12.32      | 18.34      | 37.50      | OK        
SegmentioJSON/StdSnappy/len=100 | 66.27      | 19.52      | 37.81      | 40.36      | OK        
GoccyJSON/StdSnappy/len=100 | 66.27      | 45.19      | 91.20      | 89.59      | OK        
XML/Lz4/len=100           | 66.27      | 7.67       | 36.19      | 9.74       | OK        
CBORCanonical/S2/len=100  | 67.47      | 68.09      | 206.50     | 101.60     | OK        
UgorjiMsgPack/StdSnappy/len=100 | 67.47      | 84.03      | 175.66     | 161.08     | OK        
UgorjiBinc/Lz4/len=100    | 67.47      | 56.08      | 112.70     | 111.61     | OK        
ShamatonMsgPack/S2/len=100 | 67.47      | 116.46     | 240.50     | 225.81     | OK        
CBOR/StdSnappy/len=100    | 67.47      | 75.21      | 256.78     | 106.36     | OK        
UgorjiBinc/StdSnappy/len=100 | 67.47      | 91.42      | 184.25     | 181.45     | OK        
UgorjiBinc/S2/len=100     | 67.47      | 91.40      | 191.23     | 175.10     | OK        
BurntSushiTOML/StdSnappy/len=100 | 67.47      | 4.53       | 10.45      | 8.00       | OK        
UgorjiCBOR/StdSnappy/len=100 | 67.47      | 85.46      | 176.40     | 165.78     | OK        
CBOR/Lz4/len=100          | 67.47      | 57.54      | 177.06     | 85.24      | OK        
UgorjiCBOR/Lz4/len=100    | 67.47      | 58.50      | 122.03     | 112.37     | OK        
CBOR/S2/len=100           | 67.47      | 83.24      | 274.42     | 119.49     | OK        
MsgPack/S2/len=100        | 67.47      | 75.02      | 174.75     | 131.45     | OK        
UgorjiCBOR/S2/len=100     | 67.47      | 87.44      | 187.52     | 163.82     | OK        
CBORCanonical/StdSnappy/len=100 | 67.47      | 69.00      | 236.22     | 97.47      | OK        
UgorjiSimple/Lz4/len=100  | 67.47      | 61.53      | 119.57     | 126.75     | OK        
Msgp/S2/len=100           | 67.47      | 143.17     | 325.53     | 255.57     | OK        
UgorjiSimple/S2/len=100   | 67.47      | 80.83      | 158.60     | 164.86     | OK        
YAML/StdSnappy/len=100    | 67.47      | 3.93       | 8.25       | 7.51       | OK        
UgorjiMsgPack/S2/len=100  | 67.47      | 91.48      | 192.98     | 173.93     | OK        
UgorjiMsgPack/Lz4/len=100 | 67.47      | 69.07      | 140.56     | 135.80     | OK        
YAML/S2/len=100           | 68.67      | 3.92       | 8.18       | 7.52       | OK        
Bencode/Snappy/len=100    | 68.67      | 10.32      | 18.89      | 22.76      | OK        
GoAvro/Brotli/len=5       | 69.51      | 1.15       | 1.30       | 9.90       | OK        
XML/Snappy/len=100        | 68.67      | 7.71       | 35.84      | 9.82       | OK        
XML/S2/len=100            | 68.67      | 8.12       | 39.53      | 10.22      | OK        
CBORCanonical/Lz4/len=100 | 68.67      | 59.45      | 180.69     | 88.60      | OK        
YAML/Lz4/len=100          | 69.88      | 3.91       | 8.58       | 7.18       | OK        
XML/StdSnappy/len=100     | 69.88      | 7.80       | 38.06      | 9.81       | OK        
Avro/Brotli/len=5         | 70.73      | 1.29       | 1.36       | 23.40      | OK        
Bencode/StdSnappy/len=100 | 71.08      | 10.94      | 20.64      | 23.29      | OK        
Bencode/Lz4/len=100       | 71.08      | 10.11      | 19.31      | 21.22      | OK        
Bencode/S2/len=100        | 71.08      | 10.76      | 20.51      | 22.62      | OK        
GoAvro/Flate/len=5        | 74.39      | 2.23       | 2.71       | 12.60      | OK        
GoAvro/DataDogZstdBest/len=5 | 75.61      | 6.16       | 9.05       | 19.32      | OK        
GoAvro/GozstdBest/len=5   | 75.61      | 5.69       | 8.32       | 17.99      | OK        
Avro/Flate/len=5          | 75.61      | 3.06       | 3.33       | 37.62      | OK        
BSON/Snappy/len=100       | 74.70      | 45.21      | 109.35     | 77.06      | OK        
GoAvro/Zlib/len=5         | 76.83      | 2.33       | 3.06       | 9.75       | OK        
Avro/DataDogZstdBest/len=5 | 76.83      | 11.52      | 13.18      | 91.47      | OK        
Avro/Zlib/len=5           | 76.83      | 3.02       | 3.42       | 25.78      | OK        
Avro/GozstdBest/len=5     | 76.83      | 11.17      | 12.37      | 114.99     | OK        
GoAvro/ZstdBest/len=5     | 76.83      | 5.69       | 9.55       | 14.05      | OK        
Avro/ZstdBest/len=5       | 78.05      | 14.87      | 17.34      | 104.21     | OK        
GoAvro/DataDogZstdFastest/len=5 | 78.05      | 9.70       | 19.28      | 19.53      | OK        
GoAvro/Zstd/len=5         | 78.05      | 1.42       | 1.59       | 13.97      | OK        
GoAvro/DataDogZstd/len=5  | 78.05      | 7.58       | 13.65      | 17.07      | OK        
GoAvro/GozstdFastest/len=5 | 78.05      | 9.72       | 19.35      | 19.54      | OK        
GoAvro/Gozstd/len=5       | 78.05      | 9.86       | 19.39      | 20.06      | OK        
Avro/Gozstd/len=5         | 79.27      | 47.69      | 71.66      | 142.56     | OK        
Avro/GozstdFastest/len=5  | 79.27      | 43.20      | 68.68      | 116.41     | OK        
Avro/DataDogZstdFastest/len=5 | 79.27      | 35.44      | 57.93      | 91.31      | OK        
GoAvro/ZstdFastest/len=5  | 79.27      | 9.37       | 18.58      | 18.90      | OK        
Avro/Zstd/len=5           | 79.27      | 2.19       | 2.28       | 59.28      | OK        
GoAvro/Gzip/len=5         | 79.27      | 2.05       | 2.49       | 11.48      | OK        
BSON/Lz4/len=100          | 78.31      | 37.46      | 89.70      | 64.31      | OK        
Avro/DataDogZstd/len=5    | 79.27      | 28.44      | 41.59      | 89.94      | OK        
BSON/StdSnappy/len=100    | 79.52      | 50.91      | 134.17     | 82.04      | OK        
Avro/ZstdFastest/len=5    | 80.49      | 40.52      | 64.74      | 108.33     | OK        
GoAvro/Pzip/len=5         | 80.49      | 0.38       | 0.75       | 0.76       | OK        
BSON/S2/len=100           | 79.52      | 49.00      | 123.27     | 81.31      | OK        
Avro/Gzip/len=5           | 80.49      | 2.61       | 2.84       | 31.67      | OK        
Avro/Pzip/len=5           | 81.71      | 0.40       | 0.78       | 0.82       | OK        
GoccyYAML/Brotli/len=5    | 87.80      | 0.61       | 0.84       | 2.20       | OK        
UgorjiCBOR/Brotli/len=5   | 87.80      | 1.32       | 1.42       | 18.80      | OK        
CBORCanonical/Brotli/len=5 | 87.80      | 1.24       | 1.33       | 20.08      | OK        
CBOR/Brotli/len=5         | 87.80      | 1.26       | 1.34       | 19.72      | OK        
YAML/Brotli/len=5         | 89.02      | 0.84       | 1.04       | 4.36       | OK        
GoAvro/XZ/len=5           | 89.02      | 0.06       | 0.07       | 0.34       | OK        
TOML/Brotli/len=5         | 90.24      | 1.16       | 1.26       | 13.72      | OK        
UgorjiBinc/Brotli/len=5   | 90.24      | 1.24       | 1.34       | 17.86      | OK        
BurntSushiTOML/Brotli/len=5 | 90.24      | 0.97       | 1.22       | 4.85       | OK        
MsgPack/Brotli/len=5      | 90.24      | 1.24       | 1.32       | 19.62      | OK        
UgorjiMsgPack/Brotli/len=5 | 90.24      | 1.19       | 1.26       | 21.24      | OK        
Avro/XZ/len=5             | 90.24      | 0.06       | 0.07       | 0.33       | OK        
Msgp/Brotli/len=5         | 90.24      | 1.26       | 1.34       | 21.60      | OK        
ShamatonMsgPack/Brotli/len=5 | 90.24      | 1.38       | 1.46       | 22.89      | OK        
GoccyJSON/Brotli/len=5    | 91.46      | 1.24       | 1.34       | 17.06      | OK        
SegmentioJSON/Brotli/len=5 | 91.46      | 1.15       | 1.25       | 14.64      | OK        
JsonIter/Brotli/len=5     | 91.46      | 1.13       | 1.21       | 16.95      | OK        
JsonIterFastest/Brotli/len=5 | 91.46      | 1.19       | 1.30       | 13.62      | OK        
Avro/StdSnappy/len=5      | 91.46      | 239.03     | 420.53     | 553.82     | OK        
GoAvro/StdSnappy/len=5    | 91.46      | 11.31      | 22.47      | 22.77      | OK        
JSON/Brotli/len=5         | 91.46      | 1.19       | 1.29       | 14.57      | OK        
EasyJSON/Brotli/len=5     | 91.46      | 1.35       | 1.45       | 20.26      | OK        
Sonic/Brotli/len=5        | 91.46      | 1.22       | 1.31       | 17.54      | OK        
Avro/S2/len=5             | 92.68      | 105.81     | 132.84     | 520.14     | OK        
GoAvro/S2/len=5           | 92.68      | 11.93      | 25.48      | 22.42      | OK        
UgorjiSimple/Brotli/len=5 | 92.68      | 1.14       | 1.21       | 19.57      | OK        
GoAvro/Lz4/len=5          | 93.90      | 9.48       | 22.75      | 16.27      | OK        
Bencode/Brotli/len=5      | 95.12      | 1.10       | 1.23       | 10.32      | OK        
Avro/Snappy/len=5         | 95.12      | 222.73     | 374.44     | 549.70     | OK        
Avro/Lz4/len=5            | 95.12      | 130.59     | 214.71     | 333.36     | OK        
GoccyYAML/Flate/len=5     | 96.34      | 0.93       | 1.50       | 2.46       | OK        
GoAvro/Snappy/len=5       | 96.34      | 11.54      | 25.34      | 21.17      | OK        
XML/Brotli/len=5          | 96.34      | 1.01       | 1.23       | 5.63       | OK        
UgorjiCBOR/Flate/len=5    | 97.56      | 2.82       | 3.11       | 30.39      | OK        
GoccyYAML/DataDogZstdBest/len=5 | 97.56      | 1.16       | 1.80       | 3.27       | OK        
GoccyYAML/GozstdBest/len=5 | 97.56      | 1.01       | 1.47       | 3.17       | OK        
CBOR/Flate/len=5          | 97.56      | 2.97       | 3.33       | 27.93      | OK        
CBORCanonical/Flate/len=5 | 97.56      | 2.70       | 3.07       | 22.22      | OK        
GoAvro/None/len=5         | 98.78      | 11.68      | 25.12      | 21.85      | OK        
TOML/Flate/len=5          | 98.78      | 2.30       | 2.71       | 15.00      | OK        
CBORCanonical/DataDogZstdBest/len=5 | 98.78      | 4.12       | 4.49       | 50.05      | OK        
GoccyYAML/Zlib/len=5      | 98.78      | 1.01       | 1.61       | 2.69       | OK        
CBOR/Zlib/len=5           | 98.78      | 2.81       | 3.18       | 24.27      | OK        
UgorjiCBOR/DataDogZstdBest/len=5 | 98.78      | 4.00       | 4.30       | 59.02      | OK        
CBORCanonical/GozstdBest/len=5 | 98.78      | 4.27       | 4.60       | 59.98      | OK        
CBOR/GozstdBest/len=5     | 98.78      | 3.55       | 3.82       | 50.48      | OK        
BurntSushiTOML/Flate/len=5 | 98.78      | 1.72       | 2.55       | 5.24       | OK        
CBOR/DataDogZstdBest/len=5 | 98.78      | 3.21       | 3.48       | 40.43      | OK        
UgorjiCBOR/GozstdBest/len=5 | 98.78      | 3.87       | 4.09       | 72.78      | OK        
CBORCanonical/Zlib/len=5  | 98.78      | 2.89       | 3.35       | 20.71      | OK        
UgorjiCBOR/Zlib/len=5     | 98.78      | 2.78       | 3.13       | 24.60      | OK        
TOML/GozstdBest/len=5     | 100.00     | 2.05       | 2.22       | 26.94      | OK        
JSON/Flate/len=5          | 100.00     | 2.60       | 3.10       | 16.20      | OK        
JsonIterFastest/Flate/len=5 | 100.00     | 2.76       | 3.11       | 24.19      | OK        
Msgp/Flate/len=5          | 100.00     | 2.80       | 3.06       | 33.21      | OK        
UgorjiCBOR/DataDogZstd/len=5 | 100.00     | 22.56      | 34.09      | 66.75      | OK        
GoccyJSON/Flate/len=5     | 100.00     | 2.82       | 3.17       | 25.79      | OK        
CBOR/DataDogZstd/len=5    | 100.00     | 19.49      | 31.91      | 50.04      | OK        
MsgPack/Flate/len=5       | 100.00     | 3.11       | 3.49       | 29.14      | OK        
Sonic/Flate/len=5         | 100.00     | 2.89       | 3.26       | 25.72      | OK        
SegmentioJSON/Flate/len=5 | 100.00     | 2.75       | 3.16       | 20.86      | OK        
EasyJSON/Flate/len=5      | 100.00     | 2.42       | 2.72       | 21.28      | OK        
ShamatonMsgPack/Flate/len=5 | 100.00     | 2.95       | 3.25       | 31.42      | OK        
TOML/DataDogZstdBest/len=5 | 100.00     | 2.06       | 2.25       | 24.69      | OK        
YAML/Flate/len=5          | 100.00     | 1.44       | 2.10       | 4.61       | OK        
GoAvro/None/len=100       | 98.80      | 11.76      | 26.62      | 21.08      | OK        
GoccyYAML/DataDogZstd/len=5 | 100.00     | 1.67       | 3.43       | 3.26       | OK        
Avro/None/len=5           | 100.00     | 374.92     | 862.65     | 663.13     | OK        
Avro/None/len=100         | 98.80      | 297.97     | 695.57     | 521.28     | OK        
CBORCanonical/DataDogZstd/len=5 | 100.00     | 21.39      | 34.74      | 55.63      | OK        
GoccyYAML/ZstdBest/len=5  | 100.00     | 1.61       | 3.08       | 3.37       | OK        
GoAvro/Brotli/len=1       | 98.80      | 0.28       | 0.30       | 4.23       | OK        
